,EW5,EW6,EW8,EW9,EW10,EW14A,EW15A,EW15B,EW16A,EW16B,EW16C,EW18A,EW18B,HB1,HB2,HB3,HB4,HB5,HB6,HB7,HB8,AI1,GR9F,GR13A,GR16A,GR18A,GR18B,GR22,GR27A,MH1A,MH1E,MH2,MH4A,FP2A,URBAN2011,METRO,ID11,ID13,COPC,INCOMEPC,NPERSONS,ED2,ED4
37804,2,4,1,3,1,0,1,1,0,0,0,1,1,0,,1,2,2,2,3,4,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,4,3.0,3.0,3,1,1
37805,2,4,1,1,1,0,1,1,0,0,0,3,1,0,,1,2,2,2,3,4,1,1,1,1,0,0,1,1,0,1,1,2,1,1,1,1,3,2.0,3.0,4,1,1
37806,2,4,1,2,1,1,1,1,1,1,1,3,3,0,0,1,2,2,2,3,4,1,1,1,1,0,0,1,1,2,1,1,2,1,1,1,3,3,2.0,3.0,6,1,1
37807,3,2,3,1,1,1,1,1,1,1,1,16,1,0,0,1,2,2,2,3,4,1,1,1,1,0,0,1,1,2,1,1,2,0,1,1,3,3,2.0,3.0,6,1,1
37808,2,3,16,2,1,1,2,1,1,1,0,1,16,0,0,2,2,2,2,3,1,1,1,0,0,0,0,1,1,2,1,1,2,1,1,1,1,4,3.0,3.0,4,1,1
37809,4,3,3,2,1,1,1,1,1,1,1,16,16,0,0,1,2,2,2,3,4,1,1,1,1,0,0,1,1,2,1,1,3,1,1,1,1,3,2.0,3.0,6,1,1
37810,2,3,3,2,1,0,1,1,0,0,1,1,3,1,1,1,2,2,2,3,,1,1,0,1,0,0,,1,1,1,1,3,1,1,1,1,1,3.0,3.0,4,1,1
37811,2,4,1,3,1,0,1,1,0,,0,2,2,1,1,1,2,2,2,3,,1,1,1,1,0,0,1,1,0,1,1,3,1,1,1,1,3,3.0,2.0,4,0,0
37812,2,3,16,2,1,1,2,2,1,1,0,1,3,1,1,1,2,2,2,3,,1,1,0,0,0,0,,1,2,1,1,3,1,1,1,3,3,3.0,3.0,4,1,1
37813,4,2,16,1,1,1,2,1,1,1,1,16,1,0,0,1,2,2,2,3,4,1,1,1,1,0,0,1,1,2,1,1,3,0,1,1,1,3,2.0,3.0,7,1,1
37814,2,3,2,2,2,1,1,2,1,1,1,3,1,0,0,1,2,2,2,3,4,1,1,1,0,0,0,1,1,2,1,1,3,1,1,1,1,3,2.0,3.0,5,1,1
37815,1,5,1,3,1,0,1,1,0,,,1,1,1,1,1,2,1,2,3,,1,1,1,0,0,0,0,1,0,1,2,1,,1,1,1,3,3.0,2.0,4,1,1
37816,4,2,1,1,1,1,1,1,1,1,1,16,1,1,1,1,2,2,2,3,,1,1,1,0,0,0,0,1,2,1,1,3,1,1,1,1,3,3.0,2.0,4,1,1
37817,1,4,1,3,2,0,1,1,0,0,0,1,1,1,0,1,2,3,2,3,3,1,1,0,0,0,1,1,1,0,1,1,2,1,1,1,1,4,2.0,3.0,4,1,1
37818,2,3,2,1,1,0,1,1,0,0,0,1,2,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,1,2,1,1,2,1,1,1,1,2,2.0,3.0,3,1,1
37819,4,2,2,1,1,1,1,1,1,1,1,3,1,0,1,2,1,2,2,3,4,1,0,1,1,0,0,0,1,2,1,1,3,1,1,1,1,3,2.0,3.0,4,1,1
37820,2,3,1,2,2,,1,1,,,1,1,1,1,0,1,2,3,2,3,1,1,1,0,0,0,1,1,1,2,1,1,2,1,1,1,2,2,2.0,3.0,5,1,1
37821,2,3,1,2,1,0,1,1,0,,,1,1,0,1,2,2,2,2,3,4,1,1,1,1,0,1,0,0,1,1,1,1,,1,1,1,4,3.0,2.0,4,0,1
37822,1,6,1,6,3,,1,1,,,,1,1,1,0,1,2,3,2,3,3,1,1,0,0,0,0,1,0,0,1,2,2,,1,1,3,4,1.0,2.0,6,1,0
37823,3,3,1,1,1,1,1,1,1,,1,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,0,2,1,2,2,,1,1,3,4,1.0,2.0,6,1,1
37824,2,3,2,2,2,1,1,1,1,1,,1,1,1,0,1,2,3,2,3,3,1,1,1,1,0,0,1,1,2,1,1,2,1,1,1,1,4,3.0,2.0,4,1,1
37825,2,3,1,2,2,1,1,1,1,,,1,1,1,0,1,2,3,2,3,5,1,1,0,0,0,0,1,1,0,1,1,2,1,1,1,3,4,2.0,2.0,5,1,1
37826,2,3,1,2,1,1,1,1,1,,1,1,1,0,0,1,2,1,2,3,4,1,0,1,1,0,1,1,0,2,1,1,3,0,1,1,1,4,2.0,1.0,6,1,1
37827,2,3,1,2,1,0,1,1,0,0,,1,1,0,1,1,2,2,2,3,4,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,4,2.0,2.0,4,1,1
37828,2,3,1,2,2,,1,1,,1,0,2,2,1,0,1,2,3,2,3,2,1,1,0,0,0,1,1,0,2,1,1,2,1,1,1,1,4,2.0,2.0,5,1,1
37829,2,2,3,1,1,0,1,1,0,,1,1,3,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,1,1,1,1,2,0,1,1,1,,2.0,2.0,4,1,1
37830,4,3,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,2,3,,1,1,0,1,0,0,1,0,0,1,1,3,,1,1,1,4,3.0,2.0,12,1,1
37831,2,4,1,3,1,1,1,1,1,1,1,1,3,0,0,1,1,3,3,3,4,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,2,3,2.0,2.0,5,1,1
37832,2,4,3,1,1,1,1,1,1,1,1,1,16,0,1,1,2,2,2,3,,1,0,1,1,0,0,1,0,2,1,1,2,0,1,1,1,3,3.0,3.0,3,1,1
37833,2,4,3,2,2,1,1,1,1,1,1,2,1,0,1,1,2,2,2,3,,1,1,1,1,0,0,1,0,2,1,1,2,0,1,1,1,1,3.0,3.0,4,1,1
37834,4,4,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,2,3,,1,1,0,1,0,0,1,0,0,1,1,2,0,1,1,1,3,3.0,2.0,4,1,1
37835,2,2,1,2,1,0,1,1,0,0,0,3,1,1,1,1,2,2,2,3,,1,1,0,1,0,0,,0,0,1,1,3,1,1,1,1,3,2.0,2.0,4,1,1
37836,2,3,1,2,1,0,1,1,0,1,0,1,1,0,0,1,2,2,2,2,4,1,1,1,1,0,0,1,1,2,1,1,3,1,1,1,1,3,3.0,2.0,4,1,1
37837,2,3,1,2,1,0,1,1,0,,1,1,1,1,1,1,2,2,4,3,,1,1,1,1,0,0,,0,1,1,1,1,1,1,1,3,3,2.0,2.0,5,1,1
37838,1,6,1,5,1,0,1,1,0,0,0,3,1,1,1,1,2,2,1,3,,1,0,0,1,0,0,,1,0,1,2,1,,1,1,1,4,2.0,3.0,7,1,1
37839,4,3,1,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,,1,0,0,1,0,0,1,1,2,1,1,3,,1,1,1,4,2.0,3.0,7,1,1
37840,2,3,1,0,1,0,1,1,0,0,0,1,2,1,1,1,1,2,2,3,,1,1,1,1,0,0,1,0,2,1,1,3,,1,1,1,4,3.0,3.0,2,1,1
37841,2,3,1,2,1,0,1,1,0,0,1,1,1,1,1,1,2,2,2,3,,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,4,3.0,2.0,4,1,1
37842,2,6,1,4,1,0,1,1,0,0,0,1,1,1,1,1,2,2,4,3,,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,1,4,3.0,3.0,2,0,0
37843,2,3,1,0,1,0,1,1,0,0,0,1,1,1,1,2,2,1,2,3,,1,1,1,0,0,0,1,0,3,1,1,3,0,1,1,1,4,3.0,3.0,2,1,1
37844,1,5,1,1,1,0,1,1,0,0,0,1,1,0,,1,2,1,1,2,1,1,1,1,0,0,0,0,1,1,1,2,3,,1,1,1,4,3.0,3.0,2,1,1
37845,2,3,1,3,1,0,1,1,0,0,0,1,1,0,,1,2,1,2,3,1,1,1,0,1,0,0,1,1,1,1,1,3,1,1,1,1,4,2.0,2.0,5,1,1
37846,2,3,16,2,1,1,1,1,0,0,1,1,3,0,0,1,2,2,2,3,4,1,1,1,0,0,0,1,1,2,1,1,3,1,1,1,3,3,2.0,2.0,5,1,1
37847,2,3,1,1,1,1,1,1,1,1,0,3,1,0,0,1,2,2,2,2,4,1,1,1,0,0,0,1,1,0,1,1,3,1,1,1,1,3,3.0,2.0,3,1,1
37848,2,4,1,4,2,1,1,1,1,0,0,1,1,1,0,1,2,2,1,3,1,1,1,1,0,0,1,1,1,2,1,1,2,1,1,1,1,3,3.0,2.0,5,1,0
37849,2,5,1,2,2,,1,1,,1,,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,1,0,1,1,2,1,1,1,1,3,2.0,2.0,5,1,1
37850,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,1,1,1,1,2,0,1,1,1,3,2.0,2.0,5,1,1
37851,2,3,2,2,2,1,2,1,1,1,1,3,2,1,0,1,2,3,2,3,5,1,1,1,0,0,0,1,1,2,0,1,2,1,1,1,1,4,1.0,2.0,5,1,1
37852,2,3,1,2,2,0,1,1,0,1,0,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,1,2,1,1,2,1,1,1,1,4,2.0,2.0,4,1,1
37853,2,4,1,3,1,0,1,1,1,1,,1,2,1,1,1,2,2,2,3,4,1,1,1,1,0,0,0,1,0,1,1,3,0,1,1,1,4,3.0,3.0,2,0,1
37854,4,2,1,2,2,0,1,1,0,0,,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,0,1,0,2,1,1,2,1,1,1,1,4,1.0,2.0,7,1,1
37855,2,4,16,2,2,1,1,1,1,1,,16,1,1,0,1,2,2,2,3,2,1,1,1,0,0,0,1,0,2,1,1,2,1,1,1,1,4,2.0,2.0,4,1,1
37856,2,3,1,2,2,1,1,1,1,1,,3,3,1,0,1,2,1,2,3,3,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,4,2.0,1.0,4,1,1
37857,2,4,1,3,1,0,1,1,0,0,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,0,1,0,0,,,0,1,1,1,4,1.0,2.0,8,1,1
37858,10,4,1,2,1,,1,1,,,1,1,1,1,0,1,2,2,2,3,1,1,1,1,1,1,1,0,1,2,1,1,3,0,1,1,1,4,1.0,2.0,8,1,1
37859,2,3,1,2,1,,1,1,,,,1,1,1,0,1,2,2,2,3,2,1,0,1,1,0,1,0,1,2,1,1,3,0,1,1,1,4,2.0,1.0,4,1,1
37860,2,5,1,2,2,,1,1,,,,1,1,1,0,1,2,3,2,3,3,1,1,1,1,0,0,1,1,2,1,1,2,1,1,1,1,3,3.0,3.0,5,1,0
37861,4,2,3,0,1,1,1,3,1,1,1,2,1,1,0,1,2,3,2,3,3,1,1,1,1,0,0,1,1,2,1,1,2,0,1,1,1,3,3.0,3.0,5,1,1
37862,2,3,1,2,2,1,1,1,1,,0,1,1,1,0,1,2,3,2,3,3,1,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,3,2.0,3.0,4,1,1
37863,2,2,1,2,2,,1,1,,,1,2,1,0,0,1,2,2,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,0,1,1,2,3,2.0,2.0,4,1,1
37864,2,5,1,5,3,,1,1,,,,1,1,1,0,1,2,2,2,3,1,1,1,1,0,0,0,1,0,0,1,1,2,1,1,1,1,3,1.0,2.0,6,0,0
37865,4,2,1,2,1,0,1,1,0,0,0,1,1,1,0,1,2,2,2,3,2,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,1,3,1.0,2.0,6,1,1
37866,2,4,1,2,2,0,1,1,1,,,1,1,1,0,1,2,3,2,3,1,1,1,1,0,0,1,1,0,0,1,1,2,1,1,1,1,3,1.0,3.0,5,1,1
37867,4,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,3,2,1,1,0,0,0,0,1,0,2,1,1,2,,1,1,1,3,1.0,3.0,5,1,1
37868,2,4,1,3,3,0,1,1,0,,,1,1,1,0,1,2,3,2,3,3,1,1,0,0,0,1,1,0,0,1,1,2,1,1,1,1,4,2.0,3.0,6,0,0
37869,2,3,1,3,2,0,1,1,0,,0,1,1,1,0,1,2,3,2,3,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,3,2.0,2.0,5,0,0
37870,2,3,1,3,4,0,1,1,0,,,1,1,1,1,1,2,2,2,3,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,1,3,2.0,2.0,6,0,0
37871,2,4,1,3,3,,1,1,,,1,1,1,1,0,1,2,1,2,3,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,1,1,3,1.0,2.0,8,1,0
37872,10,3,1,2,2,0,1,1,0,0,1,1,1,1,0,1,2,2,2,3,2,1,1,1,0,0,1,1,0,1,1,1,2,1,1,1,1,3,1.0,2.0,8,0,0
37873,10,2,1,1,2,0,1,1,0,0,0,2,1,1,0,1,1,2,2,3,,1,0,1,1,0,0,1,1,1,1,1,2,0,1,1,1,3,2.0,2.0,4,1,1
37874,2,3,1,2,,0,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,1,0,1,1,0,0,0,1,1,1,1,,0,1,1,2,3,2.0,2.0,4,1,1
37875,4,2,1,2,1,1,1,1,1,1,0,1,1,1,0,1,2,2,2,3,1,1,0,1,1,0,0,1,1,1,1,1,3,0,1,1,2,3,2.0,2.0,5,1,1
37876,2,3,1,0,3,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,3,1,0,0,0,0,1,1,1,2,1,1,2,0,1,1,1,3,2.0,2.0,3,0,0
37877,7,3,3,2,1,1,1,1,1,1,0,3,1,0,0,1,3,2,2,3,3,1,,1,0,0,0,1,1,2,1,1,3,1,1,1,3,3,2.0,2.0,5,1,1
37878,2,5,1,2,3,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,3,1,1,,0,0,0,0,0,2,1,1,2,0,1,1,1,3,3.0,3.0,3,1,1
37879,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,3,2,2,3,4,1,1,1,0,0,0,1,1,0,1,1,3,1,1,1,1,4,3.0,3.0,6,1,1
37880,2,3,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,3,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,3,1.0,2.0,6,1,1
37881,2,3,3,1,3,0,1,1,0,1,0,3,1,0,1,1,3,2,2,3,3,1,0,1,0,0,0,1,1,2,1,1,3,1,1,1,1,3,3.0,3.0,3,1,1
37882,2,2,1,2,2,1,1,1,1,0,0,1,1,0,1,1,3,2,2,3,3,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,3,2.0,2.0,4,1,1
37883,2,2,1,2,2,1,1,1,1,0,1,2,2,0,1,1,3,2,2,3,3,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,4,2.0,2.0,4,1,1
37884,2,4,1,2,2,0,1,1,0,0,0,1,1,,1,1,2,2,2,3,3,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1,4,2.0,2.0,7,1,1
37885,2,2,1,2,1,0,1,1,0,1,0,1,1,0,1,3,1,2,2,3,3,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,3,2.0,2.0,4,1,1
37886,2,4,1,2,2,0,1,1,0,0,0,1,1,0,0,1,2,2,2,3,3,1,0,1,0,0,1,1,1,2,1,1,2,1,1,1,1,3,2.0,3.0,4,1,1
37887,2,4,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,3,1,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,4,2.0,3.0,4,1,1
37888,2,5,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,3,0,0,1,1,0,0,0,1,2,1,1,1,1,1,1,1,3,2.0,3.0,4,0,0
37889,4,2,2,1,1,0,1,1,0,0,1,1,1,0,1,1,2,2,1,3,3,1,0,0,0,0,0,1,1,2,1,1,2,1,1,1,1,3,2.0,3.0,11,1,1
37890,3,3,1,3,2,1,1,1,1,1,0,1,1,0,1,1,2,2,1,3,3,1,0,0,0,0,1,1,1,2,1,1,2,1,1,1,1,3,2.0,3.0,11,1,1
37891,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1,3,2,1,1,0,0,0,0,1,0,2,1,1,3,,1,1,1,3,2.0,2.0,12,1,1
37892,4,3,1,2,1,1,1,1,1,1,1,1,2,0,0,1,3,3,3,3,4,1,1,0,0,0,0,1,1,2,1,1,3,1,1,1,1,3,2.0,2.0,12,1,1
37893,2,3,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,2,2,3,,1,1,0,0,1,0,0,0,2,1,1,2,0,1,1,1,1,2.0,3.0,5,1,1
37894,4,2,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,3,3,4,1,1,1,0,0,0,1,1,2,1,1,2,0,1,1,1,3,2.0,2.0,5,1,1
37895,3,2,2,2,1,1,1,1,1,1,1,16,1,0,0,1,1,3,3,3,2,1,1,1,1,0,0,0,1,2,1,1,3,1,1,1,2,3,2.0,1.0,7,1,1
37896,1,5,1,2,3,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,,1,1,0,0,0,0,0,0,2,1,2,2,,1,1,3,3,3.0,2.0,4,1,1
37897,4,3,2,1,2,1,1,1,1,1,1,1,2,0,1,1,2,2,2,3,,1,1,0,0,0,0,1,0,2,1,1,2,1,1,1,3,3,3.0,2.0,4,1,1
37898,2,4,1,0,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,,1,1,,0,1,0,1,0,2,1,1,1,0,1,1,1,3,3.0,2.0,2,1,1
37899,2,5,1,4,3,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,,1,1,0,0,0,0,0,0,1,1,1,2,0,1,1,1,3,3.0,3.0,3,1,1
37900,2,4,3,2,1,1,1,1,1,1,1,1,1,0,0,3,1,2,3,3,4,1,1,1,0,0,0,1,1,1,1,1,3,1,1,1,1,3,3.0,3.0,3,1,1
37901,2,3,1,2,,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,2,1,1,1,0,0,0,1,1,2,1,1,3,1,1,1,1,4,2.0,2.0,4,1,1
37902,2,4,1,2,1,1,1,1,1,0,1,1,1,0,0,1,3,2,3,3,3,1,1,0,0,1,1,1,1,1,1,1,3,1,1,1,1,3,2.0,2.0,4,1,1
37903,2,2,2,2,2,0,1,1,0,0,,2,2,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,4,2.0,2.0,4,1,1
37904,2,2,1,2,2,0,1,1,0,,,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,1,1,1,1,3,1,1,1,1,4,1.0,3.0,4,1,1
37905,2,3,1,2,2,0,1,1,0,,0,1,1,0,,1,2,2,2,2,1,1,1,1,0,0,0,0,1,2,1,1,3,1,1,1,1,3,2.0,2.0,5,1,1
37906,2,2,1,2,2,0,1,1,0,,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,1.0,2.0,5,1,1
37907,2,4,1,2,2,0,1,1,0,,,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,4,2.0,3.0,4,1,1
37908,2,3,1,3,2,0,1,1,0,,,1,3,0,,1,2,2,2,2,1,1,0,1,0,0,0,0,1,1,1,1,3,1,1,1,1,4,2.0,2.0,5,1,1
37909,2,3,1,2,2,,1,1,,,,1,1,0,,1,2,2,2,3,4,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,4,2.0,3.0,4,0,0
37910,2,3,1,2,2,0,1,1,0,,0,1,1,0,,1,2,2,2,2,1,1,1,1,0,0,0,1,1,2,1,1,3,1,1,1,2,3,2.0,2.0,4,1,1
37911,2,4,1,3,2,0,1,1,0,0,,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,4,2.0,3.0,5,0,0
37912,2,2,1,1,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,4,2.0,2.0,3,1,1
37913,2,3,1,3,2,0,1,1,0,0,0,1,1,0,,1,2,3,2,2,1,1,0,1,0,0,0,1,1,0,1,1,2,1,1,1,1,3,3.0,2.0,5,1,1
37914,2,3,1,3,2,0,1,1,0,0,1,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,2,3,2.0,2.0,5,1,1
37915,2,2,1,2,1,0,1,1,0,0,0,1,2,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,3,3,2.0,2.0,4,1,1
37916,2,4,1,1,2,0,1,1,0,0,0,3,2,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,1,2,1,1,3,1,1,1,1,3,3.0,2.0,3,1,1
37917,2,2,2,2,2,0,1,1,0,0,0,3,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,2.0,3.0,4,1,1
37918,2,3,2,2,2,0,1,1,0,0,1,3,2,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,2.0,2.0,6,1,1
37919,2,3,2,1,2,0,1,1,0,0,0,3,2,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,2.0,3.0,3,1,1
37920,2,3,1,3,2,0,1,1,0,0,0,1,1,1,0,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,2.0,2.0,8,0,0
37921,2,4,1,2,2,0,1,1,0,1,0,1,1,0,,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,3,3.0,2.0,3,1,1
37922,2,4,1,2,1,0,1,1,0,0,0,1,1,0,,1,2,2,2,2,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,3.0,2.0,4,1,1
37923,2,4,1,2,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,3,2.0,3.0,4,0,0
37924,2,3,1,2,2,0,1,1,0,0,1,2,1,1,,1,2,2,2,2,1,1,0,1,0,0,0,1,1,0,1,1,3,1,1,1,1,3,3.0,2.0,3,1,1
37925,2,3,1,1,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,4,2.0,2.0,4,1,1
37926,2,4,1,2,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,4,2.0,3.0,3,1,1
37927,2,4,1,4,2,0,1,1,0,0,0,1,1,0,,1,2,2,2,2,1,1,1,1,0,0,0,0,1,0,1,1,3,1,1,1,1,3,2.0,3.0,10,1,0
37928,2,4,1,3,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,4,2.0,3.0,3,0,0
37929,2,4,1,3,2,0,1,1,0,0,0,1,3,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,4,2.0,3.0,5,1,1
37930,2,4,1,4,2,0,1,1,0,0,0,1,1,0,,1,2,2,2,2,1,1,0,1,1,0,0,0,1,0,1,1,3,1,1,1,1,4,3.0,2.0,7,1,1
37931,4,2,2,1,2,0,1,1,0,1,1,3,1,1,,1,2,3,2,3,1,1,0,1,0,0,0,0,1,2,1,1,3,0,1,1,1,4,3.0,2.0,7,1,1
37932,2,4,1,1,2,0,1,1,0,0,0,1,1,0,,1,2,2,2,2,1,1,1,1,1,0,0,0,0,2,1,1,3,0,1,1,1,3,3.0,2.0,2,1,1
37933,2,4,1,2,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,0,0,0,0,2,1,1,3,1,1,1,1,3,2.0,3.0,4,1,1
37934,2,2,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,2,3,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,4,2.0,2.0,4,0,0
37935,2,4,1,4,2,0,1,1,0,0,0,1,1,0,,1,2,2,2,3,1,1,0,1,0,0,1,0,1,1,1,1,3,1,1,1,1,4,2.0,3.0,5,0,0
37936,2,5,1,2,2,0,1,1,0,0,0,1,1,1,,1,2,2,2,3,1,1,1,1,0,1,0,0,1,1,1,1,3,1,1,1,1,3,2.0,2.0,8,1,1
37937,4,2,1,2,2,0,1,1,0,1,1,1,3,1,,1,2,2,2,3,1,1,1,1,0,1,0,0,1,2,1,1,3,0,1,1,1,3,2.0,2.0,8,1,1
37938,2,3,1,3,1,1,1,1,1,0,0,1,1,0,1,1,2,2,2,3,,1,0,1,0,1,0,0,0,1,1,1,2,1,1,0,2,3,2.0,2.0,6,0,0
37939,2,4,1,4,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3,3,2,1,0,1,1,0,0,0,1,0,1,1,3,1,1,0,2,3,3.0,2.0,9,1,1
37940,4,2,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,2,3,3,2,1,0,0,0,0,0,1,0,2,1,1,3,1,1,0,2,3,3.0,2.0,9,1,1
37941,2,3,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,3,3,3,3,1,1,0,0,0,0,0,1,2,1,1,3,,1,0,1,3,3.0,3.0,2,1,1
37942,2,3,1,1,4,1,1,1,1,1,0,1,1,0,1,1,2,2,2,3,,1,0,1,0,1,0,0,0,2,1,1,2,1,1,0,1,1,2.0,2.0,4,1,1
37943,2,4,1,2,1,0,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,1,,0,0,0,0,1,1,1,1,1,3,1,1,0,1,3,2.0,2.0,5,1,1
37944,2,4,2,2,3,1,1,1,1,1,0,2,2,0,1,1,2,2,2,3,,1,1,1,0,1,0,0,0,2,1,1,3,1,1,0,1,3,3.0,3.0,3,1,1
37945,2,4,2,,4,0,1,1,0,0,1,2,3,0,1,1,2,2,2,3,,1,0,1,0,0,0,0,0,0,1,1,2,1,1,0,1,3,3.0,2.0,2,1,1
37946,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,,0,1,1,,1,0,0,0,2,1,1,2,1,1,0,1,3,3.0,2.0,4,0,0
37947,2,3,3,,1,1,1,1,1,1,1,3,3,0,1,1,2,2,2,3,,1,0,1,0,0,0,1,0,2,1,1,2,,1,0,1,3,3.0,3.0,2,1,1
37948,4,4,3,1,1,1,1,1,1,1,1,16,3,0,0,1,1,2,3,3,5,1,1,1,1,0,0,1,1,2,1,1,3,1,1,0,1,3,2.0,3.0,7,1,1
37949,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,,1,0,0,0,0,0,0,1,2,1,1,3,0,1,0,1,3,2.0,3.0,7,1,1
37950,4,2,1,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,3,3,3,1,0,0,0,0,0,1,1,1,1,1,3,1,1,0,2,3,2.0,2.0,6,1,1
37951,1,4,1,1,1,0,1,1,0,0,0,1,1,0,,1,2,2,1,3,4,1,1,1,0,0,0,1,1,1,1,2,2,,1,0,1,3,2.0,2.0,1,0,1
37952,2,4,1,1,1,0,1,1,0,0,0,2,1,0,0,1,2,2,2,3,4,1,1,1,1,0,0,1,1,1,1,1,2,1,1,0,1,3,3.0,3.0,3,1,1
37953,1,4,1,2,3,0,1,1,0,0,0,1,1,0,0,1,2,2,2,3,4,1,0,1,1,0,0,1,1,2,1,2,1,,1,0,1,3,2.0,2.0,4,1,1
